customer_id,first_name,last_name,email,country,registration_date,customer_segment,lifetime_value
1025,First_24,Last_24,customer24@email.com,Canada,2020-01-07 00:00:00,Bronze,271.32
1026,First_25,Last_25,customer25@email.com,UK,2020-01-07 06:00:00,Silver,150.66
1027,First_26,Last_26,customer26@email.com,USA,2020-01-07 12:00:00,Bronze,656.19
1028,First_27,Last_27,customer27@email.com,Canada,2020-01-07 18:00:00,Bronze,1989.54
1029,First_28,Last_28,customer28@email.com,Canada,2020-01-08 00:00:00,Silver,148.21
1030,First_29,Last_29,customer29@email.com,USA,2020-01-08 06:00:00,Bronze,530.91
1031,First_30,Last_30,customer30@email.com,UK,2020-01-08 12:00:00,Gold,110.38
1032,First_31,Last_31,customer31@email.com,USA,2020-01-08 18:00:00,Bronze,416.58
1033,First_32,Last_32,customer32@email.com,USA,2020-01-09 00:00:00,Silver,311.75
1034,First_33,Last_33,customer33@email.com,France,2020-01-09 06:00:00,Gold,1787.87
1035,First_34,Last_34,customer34@email.com,France,2020-01-09 12:00:00,Gold,468.92
1036,First_35,Last_35,customer35@email.com,Germany,2020-01-09 18:00:00,Bronze,215.01
1037,First_36,Last_36,customer36@email.com,USA,2020-01-10 00:00:00,Silver,60.57
1038,First_37,Last_37,customer37@email.com,USA,2020-01-10 06:00:00,Bronze,81.99
1039,First_38,Last_38,customer38@email.com,UK,2020-01-10 12:00:00,Gold,127.65
1040,First_39,Last_39,customer39@email.com,Canada,2020-01-10 18:00:00,Silver,144.49
1041,First_40,Last_40,customer40@email.com,USA,2020-01-11 00:00:00,Bronze,950.62
1042,First_41,Last_41,customer41@email.com,Canada,2020-01-11 06:00:00,Bronze,411.88
1043,First_42,Last_42,customer42@email.com,USA,2020-01-11 12:00:00,Silver,370.53
1044,First_43,Last_43,customer43@email.com,France,2020-01-11 18:00:00,Bronze,60.95
1045,First_44,Last_44,customer44@email.com,USA,2020-01-12 00:00:00,Bronze,983.56
1046,First_45,Last_45,customer45@email.com,UK,2020-01-12 06:00:00,Bronze,641.53
1047,First_46,Last_46,customer46@email.com,USA,2020-01-12 12:00:00,Silver,35.03
1048,First_47,Last_47,customer47@email.com,Canada,2020-01-12 18:00:00,Gold,615.22
1049,First_48,Last_48,customer48@email.com,Canada,2020-01-13 00:00:00,Bronze,392.13
1050,First_49,Last_49,customer49@email.com,USA,2020-01-13 06:00:00,Gold,42.63
1051,First_50,Last_50,customer50@email.com,France,2020-01-13 12:00:00,Bronze,306.52
1052,First_51,Last_51,customer51@email.com,UK,2020-01-13 18:00:00,Bronze,331.5
1053,First_52,Last_52,customer52@email.com,France,2020-01-14 00:00:00,Bronze,90.63
1054,First_53,Last_53,customer53@email.com,Germany,2020-01-14 06:00:00,Bronze,1456.6
1055,First_54,Last_54,customer54@email.com,Canada,2020-01-14 12:00:00,Bronze,948.48
1056,First_55,Last_55,customer55@email.com,France,2020-01-14 18:00:00,Silver,552.85
1057,First_56,Last_56,customer56@email.com,USA,2020-01-15 00:00:00,Bronze,310.22
1058,First_57,Last_57,customer57@email.com,USA,2020-01-15 06:00:00,Silver,265.31
1059,First_58,Last_58,customer58@email.com,USA,2020-01-15 12:00:00,Silver,526.3
1060,First_59,Last_59,customer59@email.com,USA,2020-01-15 18:00:00,Bronze,394.2
1061,First_60,Last_60,customer60@email.com,USA,2020-01-16 00:00:00,Bronze,32.15
1062,First_61,Last_61,customer61@email.com,USA,2020-01-16 06:00:00,Bronze,359.24
1063,First_62,Last_62,customer62@email.com,Germany,2020-01-16 12:00:00,Bronze,820.99
1064,First_63,Last_63,customer63@email.com,USA,2020-01-16 18:00:00,Silver,307.39
1065,First_64,Last_64,customer64@email.com,USA,2020-01-17 00:00:00,Silver,26.68
1066,First_65,Last_65,customer65@email.com,Canada,2020-01-17 06:00:00,Bronze,771.54
1067,First_66,Last_66,customer66@email.com,USA,2020-01-17 12:00:00,Silver,112.42
1068,First_67,Last_67,customer67@email.com,Germany,2020-01-17 18:00:00,Gold,149.62
1069,First_68,Last_68,customer68@email.com,USA,2020-01-18 00:00:00,Silver,89.99
1070,First_69,Last_69,customer69@email.com,France,2020-01-18 06:00:00,Silver,200.4
1071,First_70,Last_70,customer70@email.com,UK,2020-01-18 12:00:00,Silver,706.84
1072,First_71,Last_71,customer71@email.com,USA,2020-01-18 18:00:00,Silver,366.35
1073,First_72,Last_72,customer72@email.com,USA,2020-01-19 00:00:00,Gold,114.63
1074,First_73,Last_73,customer73@email.com,Germany,2020-01-19 06:00:00,Gold,1051.17
1075,First_74,Last_74,customer74@email.com,UK,2020-01-19 12:00:00,Bronze,1058.39
1076,First_75,Last_75,customer75@email.com,UK,2020-01-19 18:00:00,Silver,1022.34
1077,First_76,Last_76,customer76@email.com,UK,2020-01-20 00:00:00,Silver,136.43
1078,First_77,Last_77,customer77@email.com,USA,2020-01-20 06:00:00,Bronze,300.05
1079,First_78,Last_78,customer78@email.com,USA,2020-01-20 12:00:00,Silver,2099.51
1080,First_79,Last_79,customer79@email.com,USA,2020-01-20 18:00:00,Bronze,739.23
1081,First_80,Last_80,customer80@email.com,Germany,2020-01-21 00:00:00,Bronze,13.77
1082,First_81,Last_81,customer81@email.com,UK,2020-01-21 06:00:00,Gold,33.71
1083,First_82,Last_82,customer82@email.com,USA,2020-01-21 12:00:00,Silver,311.75
1084,First_83,Last_83,customer83@email.com,USA,2020-01-21 18:00:00,Bronze,1199.66
1085,First_84,Last_84,customer84@email.com,USA,2020-01-22 00:00:00,Bronze,386.86
1086,First_85,Last_85,customer85@email.com,USA,2020-01-22 06:00:00,Silver,344.39
1087,First_86,Last_86,customer86@email.com,UK,2020-01-22 12:00:00,Bronze,55.73
1088,First_87,Last_87,customer87@email.com,UK,2020-01-22 18:00:00,Gold,534.69
1089,First_88,Last_88,customer88@email.com,Germany,2020-01-23 00:00:00,Bronze,863.28
1090,First_89,Last_89,customer89@email.com,Canada,2020-01-23 06:00:00,Silver,239.36
1091,First_90,Last_90,customer90@email.com,USA,2020-01-23 12:00:00,Bronze,747.19
1092,First_91,Last_91,customer91@email.com,UK,2020-01-23 18:00:00,Bronze,1668.78
1093,First_92,Last_92,customer92@email.com,UK,2020-01-24 00:00:00,Bronze,113.93
1094,First_93,Last_93,customer93@email.com,Canada,2020-01-24 06:00:00,Bronze,370.47
1095,First_94,Last_94,customer94@email.com,UK,2020-01-24 12:00:00,Silver,169.23
1096,First_95,Last_95,customer95@email.com,Canada,2020-01-24 18:00:00,Gold,787.17
1097,First_96,Last_96,customer96@email.com,Canada,2020-01-25 00:00:00,Silver,430.89
1098,First_97,Last_97,customer97@email.com,Canada,2020-01-25 06:00:00,Gold,503.36
1099,First_98,Last_98,customer98@email.com,USA,2020-01-25 12:00:00,Bronze,799.53
1100,First_99,Last_99,customer99@email.com,USA,2020-01-25 18:00:00,Silver,252.07
1101,First_100,Last_100,customer100@email.com,USA,2020-01-26 00:00:00,Gold,1233.08
1102,First_101,Last_101,customer101@email.com,UK,2020-01-26 06:00:00,Bronze,380.74
1103,First_102,Last_102,customer102@email.com,USA,2020-01-26 12:00:00,Bronze,85.96
1104,First_103,Last_103,customer103@email.com,Canada,2020-01-26 18:00:00,Bronze,595.2
1105,First_104,Last_104,customer104@email.com,France,2020-01-27 00:00:00,Bronze,788.15
1106,First_105,Last_105,customer105@email.com,USA,2020-01-27 06:00:00,Gold,190.46
1107,First_106,Last_106,customer106@email.com,Canada,2020-01-27 12:00:00,Silver,973.08
1108,First_107,Last_107,customer107@email.com,UK,2020-01-27 18:00:00,Bronze,1182.99
1109,First_108,Last_108,customer108@email.com,USA,2020-01-28 00:00:00,Bronze,162.11
1110,First_109,Last_109,customer109@email.com,USA,2020-01-28 06:00:00,Gold,2052.85
1111,First_110,Last_110,customer110@email.com,USA,2020-01-28 12:00:00,Bronze,75.83
1112,First_111,Last_111,customer111@email.com,USA,2020-01-28 18:00:00,Silver,112.83
1113,First_112,Last_112,customer112@email.com,France,2020-01-29 00:00:00,Silver,101.81
1114,First_113,Last_113,customer113@email.com,Germany,2020-01-29 06:00:00,Bronze,1122.11
1115,First_114,Last_114,customer114@email.com,UK,2020-01-29 12:00:00,Bronze,531.08
1116,First_115,Last_115,customer115@email.com,Germany,2020-01-29 18:00:00,Bronze,82.5
1117,First_116,Last_116,customer116@email.com,Germany,2020-01-30 00:00:00,Gold,290.2
1118,First_117,Last_117,customer117@email.com,USA,2020-01-30 06:00:00,Bronze,477.64
1119,First_118,Last_118,customer118@email.com,Germany,2020-01-30 12:00:00,Silver,43.58
1120,First_119,Last_119,customer119@email.com,Canada,2020-01-30 18:00:00,Gold,1070.3
1121,First_120,Last_120,customer120@email.com,Germany,2020-01-31 00:00:00,Bronze,813.81
1122,First_121,Last_121,customer121@email.com,Germany,2020-01-31 06:00:00,Bronze,351.81
1123,First_122,Last_122,customer122@email.com,USA,2020-01-31 12:00:00,Bronze,1707.55
1124,First_123,Last_123,customer123@email.com,USA,2020-01-31 18:00:00,Bronze,270.44
1125,First_124,Last_124,customer124@email.com,USA,2020-02-01 00:00:00,Bronze,2071.04
1126,First_125,Last_125,customer125@email.com,Canada,2020-02-01 06:00:00,Bronze,551.19
1127,First_126,Last_126,customer126@email.com,Germany,2020-02-01 12:00:00,Gold,503.48
1128,First_127,Last_127,customer127@email.com,Germany,2020-02-01 18:00:00,Silver,90.73
1129,First_128,Last_128,customer128@email.com,USA,2020-02-02 00:00:00,Silver,1068.23
1130,First_129,Last_129,customer129@email.com,Canada,2020-02-02 06:00:00,Silver,278.86
1131,First_130,Last_130,customer130@email.com,Canada,2020-02-02 12:00:00,Bronze,88.51
1132,First_131,Last_131,customer131@email.com,USA,2020-02-02 18:00:00,Silver,6.34
1133,First_132,Last_132,customer132@email.com,USA,2020-02-03 00:00:00,Gold,410.21
1134,First_133,Last_133,customer133@email.com,USA,2020-02-03 06:00:00,Silver,374.75
1135,First_134,Last_134,customer134@email.com,France,2020-02-03 12:00:00,Bronze,635.33
1136,First_135,Last_135,customer135@email.com,USA,2020-02-03 18:00:00,Gold,1104.81
1137,First_136,Last_136,customer136@email.com,Canada,2020-02-04 00:00:00,Bronze,41.37
1138,First_137,Last_137,customer137@email.com,UK,2020-02-04 06:00:00,Silver,657.45
1139,First_138,Last_138,customer138@email.com,USA,2020-02-04 12:00:00,Silver,103.77
1140,First_139,Last_139,customer139@email.com,France,2020-02-04 18:00:00,Bronze,976.59
1141,First_140,Last_140,customer140@email.com,France,2020-02-05 00:00:00,Bronze,854.8
1142,First_141,Last_141,customer141@email.com,USA,2020-02-05 06:00:00,Silver,389.13
1143,First_142,Last_142,customer142@email.com,Canada,2020-02-05 12:00:00,Bronze,619.36
1144,First_143,Last_143,customer143@email.com,USA,2020-02-05 18:00:00,Bronze,188.69
1145,First_144,Last_144,customer144@email.com,USA,2020-02-06 00:00:00,Silver,318.54
1146,First_145,Last_145,customer145@email.com,USA,2020-02-06 06:00:00,Bronze,861.97
1147,First_146,Last_146,customer146@email.com,UK,2020-02-06 12:00:00,Bronze,307.41
1148,First_147,Last_147,customer147@email.com,Canada,2020-02-06 18:00:00,Bronze,221.43
1149,First_148,Last_148,customer148@email.com,USA,2020-02-07 00:00:00,Bronze,340.82
1150,First_149,Last_149,customer149@email.com,USA,2020-02-07 06:00:00,Bronze,880.86
1151,First_150,Last_150,customer150@email.com,France,2020-02-07 12:00:00,Bronze,204.14
1152,First_151,Last_151,customer151@email.com,USA,2020-02-07 18:00:00,Bronze,95.44
1153,First_152,Last_152,customer152@email.com,USA,2020-02-08 00:00:00,Bronze,622.42
1154,First_153,Last_153,customer153@email.com,Canada,2020-02-08 06:00:00,Bronze,874.29
1155,First_154,Last_154,customer154@email.com,France,2020-02-08 12:00:00,Bronze,53.03
1156,First_155,Last_155,customer155@email.com,USA,2020-02-08 18:00:00,Bronze,137.14
1157,First_156,Last_156,customer156@email.com,UK,2020-02-09 00:00:00,Gold,76.56
1158,First_157,Last_157,customer157@email.com,UK,2020-02-09 06:00:00,Bronze,213.81
1159,First_158,Last_158,customer158@email.com,USA,2020-02-09 12:00:00,Bronze,299.24
1160,First_159,Last_159,customer159@email.com,UK,2020-02-09 18:00:00,Gold,690.81
1161,First_160,Last_160,customer160@email.com,USA,2020-02-10 00:00:00,Bronze,526.55
1162,First_161,Last_161,customer161@email.com,UK,2020-02-10 06:00:00,Gold,485.02
1163,First_162,Last_162,customer162@email.com,UK,2020-02-10 12:00:00,Silver,217.22
1164,First_163,Last_163,customer163@email.com,Canada,2020-02-10 18:00:00,Bronze,920.83
1165,First_164,Last_164,customer164@email.com,USA,2020-02-11 00:00:00,Gold,318.65
1166,First_165,Last_165,customer165@email.com,Germany,2020-02-11 06:00:00,Bronze,1934.12
1167,First_166,Last_166,customer166@email.com,USA,2020-02-11 12:00:00,Bronze,502.76
1168,First_167,Last_167,customer167@email.com,USA,2020-02-11 18:00:00,Bronze,67.49
1169,First_168,Last_168,customer168@email.com,USA,2020-02-12 00:00:00,Gold,563.78
1170,First_169,Last_169,customer169@email.com,Canada,2020-02-12 06:00:00,Silver,196.6
1171,First_170,Last_170,customer170@email.com,UK,2020-02-12 12:00:00,Bronze,579.7
1172,First_171,Last_171,customer171@email.com,USA,2020-02-12 18:00:00,Bronze,36.09
1173,First_172,Last_172,customer172@email.com,Canada,2020-02-13 00:00:00,Bronze,96.11
1174,First_173,Last_173,customer173@email.com,USA,2020-02-13 06:00:00,Silver,968.06
1175,First_174,Last_174,customer174@email.com,UK,2020-02-13 12:00:00,Bronze,128.85
1176,First_175,Last_175,customer175@email.com,USA,2020-02-13 18:00:00,Bronze,907.13
1177,First_176,Last_176,customer176@email.com,UK,2020-02-14 00:00:00,Bronze,163.75
1178,First_177,Last_177,customer177@email.com,USA,2020-02-14 06:00:00,Gold,514.84
1179,First_178,Last_178,customer178@email.com,France,2020-02-14 12:00:00,Bronze,592.33
1180,First_179,Last_179,customer179@email.com,USA,2020-02-14 18:00:00,Bronze,359.39
1181,First_180,Last_180,customer180@email.com,USA,2020-02-15 00:00:00,Bronze,182.15
1182,First_181,Last_181,customer181@email.com,USA,2020-02-15 06:00:00,Silver,119.54
1183,First_182,Last_182,customer182@email.com,France,2020-02-15 12:00:00,Bronze,16.88
1184,First_183,Last_183,customer183@email.com,Germany,2020-02-15 18:00:00,Bronze,181.16
1185,First_184,Last_184,customer184@email.com,USA,2020-02-16 00:00:00,Gold,529.45
1186,First_185,Last_185,customer185@email.com,UK,2020-02-16 06:00:00,Bronze,1392.77
1187,First_186,Last_186,customer186@email.com,Germany,2020-02-16 12:00:00,Bronze,1024.76
1188,First_187,Last_187,customer187@email.com,Canada,2020-02-16 18:00:00,Gold,726.36
1189,First_188,Last_188,customer188@email.com,Canada,2020-02-17 00:00:00,Silver,776.64
1190,First_189,Last_189,customer189@email.com,USA,2020-02-17 06:00:00,Bronze,546.79
1191,First_190,Last_190,customer190@email.com,USA,2020-02-17 12:00:00,Gold,150.75
1192,First_191,Last_191,customer191@email.com,Germany,2020-02-17 18:00:00,Bronze,1188.63
1193,First_192,Last_192,customer192@email.com,France,2020-02-18 00:00:00,Silver,555.44
1194,First_193,Last_193,customer193@email.com,UK,2020-02-18 06:00:00,Bronze,410.99
1195,First_194,Last_194,customer194@email.com,USA,2020-02-18 12:00:00,Gold,58.82
1196,First_195,Last_195,customer195@email.com,USA,2020-02-18 18:00:00,Bronze,296.25
1197,First_196,Last_196,customer196@email.com,UK,2020-02-19 00:00:00,Bronze,308.42
1198,First_197,Last_197,customer197@email.com,Germany,2020-02-19 06:00:00,Bronze,999.63
1199,First_198,Last_198,customer198@email.com,Germany,2020-02-19 12:00:00,Bronze,395.54
1200,First_199,Last_199,customer199@email.com,UK,2020-02-19 18:00:00,Gold,239.34
1201,First_200,Last_200,customer200@email.com,UK,2020-02-20 00:00:00,Bronze,1881.81
1202,First_201,Last_201,customer201@email.com,USA,2020-02-20 06:00:00,Gold,58.67
1203,First_202,Last_202,customer202@email.com,USA,2020-02-20 12:00:00,Gold,274.57
1204,First_203,Last_203,customer203@email.com,Germany,2020-02-20 18:00:00,Silver,21.47
1205,First_204,Last_204,customer204@email.com,UK,2020-02-21 00:00:00,Silver,673.35
1206,First_205,Last_205,customer205@email.com,USA,2020-02-21 06:00:00,Bronze,1250.99
1207,First_206,Last_206,customer206@email.com,USA,2020-02-21 12:00:00,Bronze,164.28
1208,First_207,Last_207,customer207@email.com,UK,2020-02-21 18:00:00,Silver,977.17
1209,First_208,Last_208,customer208@email.com,USA,2020-02-22 00:00:00,Silver,172.81
1210,First_209,Last_209,customer209@email.com,USA,2020-02-22 06:00:00,Bronze,1208.27
1211,First_210,Last_210,customer210@email.com,Canada,2020-02-22 12:00:00,Silver,701.13
1212,First_211,Last_211,customer211@email.com,UK,2020-02-22 18:00:00,Silver,817.14
1213,First_212,Last_212,customer212@email.com,UK,2020-02-23 00:00:00,Gold,9.09
1214,First_213,Last_213,customer213@email.com,USA,2020-02-23 06:00:00,Bronze,1645.86
1215,First_214,Last_214,customer214@email.com,UK,2020-02-23 12:00:00,Bronze,648.54
1216,First_215,Last_215,customer215@email.com,USA,2020-02-23 18:00:00,Silver,181.74
1217,First_216,Last_216,customer216@email.com,USA,2020-02-24 00:00:00,Gold,884.2
1218,First_217,Last_217,customer217@email.com,UK,2020-02-24 06:00:00,Bronze,165.31
1219,First_218,Last_218,customer218@email.com,UK,2020-02-24 12:00:00,Bronze,1030.82
1220,First_219,Last_219,customer219@email.com,Germany,2020-02-24 18:00:00,Silver,59.72
1221,First_220,Last_220,customer220@email.com,UK,2020-02-25 00:00:00,Bronze,608.17
1222,First_221,Last_221,customer221@email.com,Canada,2020-02-25 06:00:00,Gold,389.02
1223,First_222,Last_222,customer222@email.com,USA,2020-02-25 12:00:00,Silver,50.76
1224,First_223,Last_223,customer223@email.com,USA,2020-02-25 18:00:00,Bronze,138.47
1225,First_224,Last_224,customer224@email.com,USA,2020-02-26 00:00:00,Silver,6.24
1226,First_225,Last_225,customer225@email.com,USA,2020-02-26 06:00:00,Bronze,316.28
1227,First_226,Last_226,customer226@email.com,France,2020-02-26 12:00:00,Silver,179.24
1228,First_227,Last_227,customer227@email.com,USA,2020-02-26 18:00:00,Silver,456.1
1229,First_228,Last_228,customer228@email.com,Germany,2020-02-27 00:00:00,Bronze,176.37
1230,First_229,Last_229,customer229@email.com,UK,2020-02-27 06:00:00,Silver,178.28
1231,First_230,Last_230,customer230@email.com,UK,2020-02-27 12:00:00,Bronze,679.72
1232,First_231,Last_231,customer231@email.com,Canada,2020-02-27 18:00:00,Silver,24.67
1233,First_232,Last_232,customer232@email.com,Canada,2020-02-28 00:00:00,Silver,1165.98
1234,First_233,Last_233,customer233@email.com,Canada,2020-02-28 06:00:00,Gold,956.16
1235,First_234,Last_234,customer234@email.com,USA,2020-02-28 12:00:00,Bronze,551.02
1236,First_235,Last_235,customer235@email.com,UK,2020-02-28 18:00:00,Silver,449.74
1237,First_236,Last_236,customer236@email.com,USA,2020-02-29 00:00:00,Bronze,1114.21
1238,First_237,Last_237,customer237@email.com,USA,2020-02-29 06:00:00,Silver,102.49
1239,First_238,Last_238,customer238@email.com,UK,2020-02-29 12:00:00,Bronze,41.13
1240,First_239,Last_239,customer239@email.com,USA,2020-02-29 18:00:00,Gold,136.9
1241,First_240,Last_240,customer240@email.com,France,2020-03-01 00:00:00,Bronze,791.35
1242,First_241,Last_241,customer241@email.com,France,2020-03-01 06:00:00,Bronze,17.64
1243,First_242,Last_242,customer242@email.com,France,2020-03-01 12:00:00,Bronze,437.1
1244,First_243,Last_243,customer243@email.com,USA,2020-03-01 18:00:00,Bronze,2694.94
1245,First_244,Last_244,customer244@email.com,USA,2020-03-02 00:00:00,Bronze,967.92
1246,First_245,Last_245,customer245@email.com,France,2020-03-02 06:00:00,Bronze,368.49
1247,First_246,Last_246,customer246@email.com,Canada,2020-03-02 12:00:00,Gold,32.88
1248,First_247,Last_247,customer247@email.com,France,2020-03-02 18:00:00,Gold,890.03
1249,First_248,Last_248,customer248@email.com,France,2020-03-03 00:00:00,Bronze,456.87
1250,First_249,Last_249,customer249@email.com,Germany,2020-03-03 06:00:00,Bronze,61.05
1251,First_250,Last_250,customer250@email.com,USA,2020-03-03 12:00:00,Bronze,49.28
1252,First_251,Last_251,customer251@email.com,USA,2020-03-03 18:00:00,Silver,1201.9
1253,First_252,Last_252,customer252@email.com,Germany,2020-03-04 00:00:00,Gold,553.12
1254,First_253,Last_253,customer253@email.com,USA,2020-03-04 06:00:00,Gold,883.89
1255,First_254,Last_254,customer254@email.com,USA,2020-03-04 12:00:00,Bronze,1055.9
1256,First_255,Last_255,customer255@email.com,Canada,2020-03-04 18:00:00,Silver,424.05
1257,First_256,Last_256,customer256@email.com,France,2020-03-05 00:00:00,Silver,364.33
1258,First_257,Last_257,customer257@email.com,UK,2020-03-05 06:00:00,Silver,281.43
1259,First_258,Last_258,customer258@email.com,Canada,2020-03-05 12:00:00,Gold,190.59
1260,First_259,Last_259,customer259@email.com,USA,2020-03-05 18:00:00,Bronze,285.11
1261,First_260,Last_260,customer260@email.com,UK,2020-03-06 00:00:00,Silver,743.34
1262,First_261,Last_261,customer261@email.com,France,2020-03-06 06:00:00,Bronze,460.56
1263,First_262,Last_262,customer262@email.com,USA,2020-03-06 12:00:00,Silver,1115.24
1264,First_263,Last_263,customer263@email.com,Canada,2020-03-06 18:00:00,Silver,292.94
1265,First_264,Last_264,customer264@email.com,Germany,2020-03-07 00:00:00,Gold,467.09
1266,First_265,Last_265,customer265@email.com,UK,2020-03-07 06:00:00,Gold,498.9
1267,First_266,Last_266,customer266@email.com,UK,2020-03-07 12:00:00,Silver,447.87
1268,First_267,Last_267,customer267@email.com,UK,2020-03-07 18:00:00,Silver,606.4
1269,First_268,Last_268,customer268@email.com,USA,2020-03-08 00:00:00,Bronze,135.53
1270,First_269,Last_269,customer269@email.com,USA,2020-03-08 06:00:00,Silver,359.09
1271,First_270,Last_270,customer270@email.com,Germany,2020-03-08 12:00:00,Bronze,55.03
1272,First_271,Last_271,customer271@email.com,Germany,2020-03-08 18:00:00,Bronze,242.67
1273,First_272,Last_272,customer272@email.com,Germany,2020-03-09 00:00:00,Bronze,334.39
1274,First_273,Last_273,customer273@email.com,France,2020-03-09 06:00:00,Gold,528.1
1275,First_274,Last_274,customer274@email.com,Canada,2020-03-09 12:00:00,Silver,1503.21
1276,First_275,Last_275,customer275@email.com,Canada,2020-03-09 18:00:00,Gold,458.96
1277,First_276,Last_276,customer276@email.com,UK,2020-03-10 00:00:00,Silver,680.5
1278,First_277,Last_277,customer277@email.com,UK,2020-03-10 06:00:00,Bronze,352.88
1279,First_278,Last_278,customer278@email.com,UK,2020-03-10 12:00:00,Gold,502.7
1280,First_279,Last_279,customer279@email.com,UK,2020-03-10 18:00:00,Silver,36.79
1281,First_280,Last_280,customer280@email.com,Germany,2020-03-11 00:00:00,Bronze,146.78
1282,First_281,Last_281,customer281@email.com,USA,2020-03-11 06:00:00,Bronze,224.59
1283,First_282,Last_282,customer282@email.com,USA,2020-03-11 12:00:00,Bronze,319.8
1284,First_283,Last_283,customer283@email.com,USA,2020-03-11 18:00:00,Gold,23.36
1285,First_284,Last_284,customer284@email.com,Canada,2020-03-12 00:00:00,Silver,75.43
1286,First_285,Last_285,customer285@email.com,USA,2020-03-12 06:00:00,Bronze,162.04
1287,First_286,Last_286,customer286@email.com,Canada,2020-03-12 12:00:00,Gold,1779.5
1288,First_287,Last_287,customer287@email.com,Canada,2020-03-12 18:00:00,Silver,201.25
1289,First_288,Last_288,customer288@email.com,USA,2020-03-13 00:00:00,Gold,328.93
1290,First_289,Last_289,customer289@email.com,Canada,2020-03-13 06:00:00,Gold,109.14
1291,First_290,Last_290,customer290@email.com,USA,2020-03-13 12:00:00,Silver,471.81
1292,First_291,Last_291,customer291@email.com,USA,2020-03-13 18:00:00,Gold,164.73
1293,First_292,Last_292,customer292@email.com,Germany,2020-03-14 00:00:00,Bronze,115.96
1294,First_293,Last_293,customer293@email.com,USA,2020-03-14 06:00:00,Bronze,363.43
1295,First_294,Last_294,customer294@email.com,USA,2020-03-14 12:00:00,Bronze,2.76
1296,First_295,Last_295,customer295@email.com,Canada,2020-03-14 18:00:00,Silver,3.85
1297,First_296,Last_296,customer296@email.com,UK,2020-03-15 00:00:00,Gold,123.63
1298,First_297,Last_297,customer297@email.com,USA,2020-03-15 06:00:00,Gold,18.71
1299,First_298,Last_298,customer298@email.com,UK,2020-03-15 12:00:00,Bronze,57.16
1300,First_299,Last_299,customer299@email.com,USA,2020-03-15 18:00:00,Bronze,206.9
1301,First_300,Last_300,customer300@email.com,USA,2020-03-16 00:00:00,Gold,811.23
1302,First_301,Last_301,customer301@email.com,Canada,2020-03-16 06:00:00,Bronze,424.37
1303,First_302,Last_302,customer302@email.com,Canada,2020-03-16 12:00:00,Gold,359.4
1304,First_303,Last_303,customer303@email.com,UK,2020-03-16 18:00:00,Bronze,173.71
1305,First_304,Last_304,customer304@email.com,UK,2020-03-17 00:00:00,Bronze,1342.32
1306,First_305,Last_305,customer305@email.com,France,2020-03-17 06:00:00,Bronze,252.93
1307,First_306,Last_306,customer306@email.com,Canada,2020-03-17 12:00:00,Bronze,45.56
1308,First_307,Last_307,customer307@email.com,USA,2020-03-17 18:00:00,Bronze,479.95
1309,First_308,Last_308,customer308@email.com,UK,2020-03-18 00:00:00,Silver,60.43
1310,First_309,Last_309,customer309@email.com,USA,2020-03-18 06:00:00,Bronze,211.73
